frame,track_id,class_id,class_name,conf_raw,conf_smooth,x1,y1,x2,y2,recovered
96,,,,,,,,,,False
97,,,,,,,,,,False
98,,,,,,,,,,False
99,,,,,,,,,,False
100,,,,,,,,,,False
101,,,,,,,,,,False
102,,,,,,,,,,False
103,,,,,,,,,,False
104,,,,,,,,,,False
105,,,,,,,,,,False
106,,,,,,,,,,False
107,,,,,,,,,,False
108,,,,,,,,,,False
109,,,,,,,,,,False
110,,,,,,,,,,False
111,,,,,,,,,,False
112,,,,,,,,,,False
113,,,,,,,,,,False
114,,,,,,,,,,False
115,,,,,,,,,,False
116,,,,,,,,,,False
117,,,,,,,,,,False
118,,,,,,,,,,False
119,,,,,,,,,,False
120,,,,,,,,,,False
121,,,,,,,,,,False
122,,,,,,,,,,False
123,,,,,,,,,,False
124,,,,,,,,,,False
125,,,,,,,,,,False
126,,,,,,,,,,False
127,,,,,,,,,,False
128,,,,,,,,,,False
129,,,,,,,,,,False
130,,,,,,,,,,False
131,,,,,,,,,,False
132,,,,,,,,,,False
133,,,,,,,,,,False
134,,,,,,,,,,False
135,,,,,,,,,,False
136,,,,,,,,,,False
137,,,,,,,,,,False
138,,,,,,,,,,False
139,,,,,,,,,,False
140,,,,,,,,,,False
141,,,,,,,,,,False
142,,,,,,,,,,False
143,,,,,,,,,,False
144,,,,,,,,,,False
145,,,,,,,,,,False
146,,,,,,,,,,False
147,,,,,,,,,,False
148,,,,,,,,,,False
149,,,,,,,,,,False
150,1,0,polyp,0.5400,0.5400,35.7,5.3,336.4,232.9,False
151,1,0,polyp,0.5400,0.5400,35.7,5.3,336.4,232.9,False
152,1,0,polyp,0.5400,0.5400,35.7,5.3,336.4,232.9,False
153,1,0,polyp,0.5400,0.5400,35.7,5.3,336.4,232.9,False
154,1,0,polyp,0.4320,0.4320,35.7,5.3,336.4,232.9,True
155,1,0,polyp,0.3456,0.3456,35.7,5.3,336.4,232.9,True
156,1,0,polyp,0.2765,0.2765,35.7,5.3,336.4,232.9,True
157,,,,,,,,,,False
158,,,,,,,,,,False
159,,,,,,,,,,False
160,,,,,,,,,,False
161,,,,,,,,,,False
162,,,,,,,,,,False
163,,,,,,,,,,False
164,,,,,,,,,,False
165,,,,,,,,,,False
166,,,,,,,,,,False
167,,,,,,,,,,False
168,,,,,,,,,,False
169,,,,,,,,,,False
170,2,0,polyp,0.5393,0.5393,39.2,2.2,336.7,230.3,False
171,2,0,polyp,0.5393,0.5393,39.2,2.2,336.7,230.3,False
172,2,0,polyp,0.5393,0.5393,39.2,2.2,336.7,230.3,False
173,2,0,polyp,0.5393,0.5393,39.2,2.2,336.7,230.3,False
174,2,0,polyp,0.4314,0.4314,39.2,2.2,336.7,230.3,True
175,2,0,polyp,0.3451,0.3451,39.2,2.2,336.7,230.3,True
176,2,0,polyp,0.2761,0.2761,39.2,2.2,336.7,230.3,True
177,,,,,,,,,,False
178,,,,,,,,,,False
179,,,,,,,,,,False
180,,,,,,,,,,False
181,,,,,,,,,,False
182,,,,,,,,,,False
183,,,,,,,,,,False
184,,,,,,,,,,False
185,,,,,,,,,,False
186,,,,,,,,,,False
187,,,,,,,,,,False
188,,,,,,,,,,False
189,,,,,,,,,,False
190,,,,,,,,,,False
191,,,,,,,,,,False
192,,,,,,,,,,False
193,,,,,,,,,,False
194,,,,,,,,,,False
195,3,0,polyp,0.5821,0.5821,36.0,2.5,338.4,240.0,False
196,3,0,polyp,0.5821,0.5821,36.0,2.5,338.4,240.0,False
197,3,0,polyp,0.5821,0.5821,36.0,2.5,338.4,240.0,False
198,3,0,polyp,0.5821,0.5821,36.0,2.5,338.4,240.0,False
199,3,0,polyp,0.4657,0.4657,36.0,2.5,338.4,240.0,True
200,3,0,polyp,0.3725,0.3725,36.0,2.5,338.4,240.0,True
201,3,0,polyp,0.2980,0.2980,36.0,2.5,338.4,240.0,True
202,,,,,,,,,,False
203,,,,,,,,,,False
204,,,,,,,,,,False
205,,,,,,,,,,False
206,,,,,,,,,,False
207,,,,,,,,,,False
208,,,,,,,,,,False
209,,,,,,,,,,False
210,,,,,,,,,,False
211,,,,,,,,,,False
212,,,,,,,,,,False
213,,,,,,,,,,False
214,,,,,,,,,,False
215,,,,,,,,,,False
216,,,,,,,,,,False
217,,,,,,,,,,False
218,,,,,,,,,,False
219,,,,,,,,,,False
220,,,,,,,,,,False
221,,,,,,,,,,False
222,,,,,,,,,,False
223,,,,,,,,,,False
224,,,,,,,,,,False
225,,,,,,,,,,False
226,,,,,,,,,,False
227,,,,,,,,,,False
228,,,,,,,,,,False
229,,,,,,,,,,False
230,,,,,,,,,,False
231,,,,,,,,,,False
232,,,,,,,,,,False
233,,,,,,,,,,False
234,,,,,,,,,,False
235,,,,,,,,,,False
236,,,,,,,,,,False
237,,,,,,,,,,False
238,,,,,,,,,,False
239,,,,,,,,,,False
240,,,,,,,,,,False
241,,,,,,,,,,False
242,,,,,,,,,,False
243,,,,,,,,,,False
244,,,,,,,,,,False
245,,,,,,,,,,False
246,,,,,,,,,,False
247,,,,,,,,,,False
248,,,,,,,,,,False
249,,,,,,,,,,False
250,,,,,,,,,,False
251,,,,,,,,,,False
252,,,,,,,,,,False
253,,,,,,,,,,False
254,,,,,,,,,,False
255,,,,,,,,,,False
256,,,,,,,,,,False
257,,,,,,,,,,False
258,,,,,,,,,,False
259,,,,,,,,,,False
260,4,0,polyp,0.5689,0.5689,36.4,0.9,338.4,235.8,False
261,4,0,polyp,0.5642,0.5665,36.8,-0.7,340.7,232.6,False
262,4,0,polyp,0.5642,0.5658,38.1,-3.1,342.0,230.1,False
263,4,0,polyp,0.5642,0.5654,39.5,-5.5,343.3,227.7,False
264,4,0,polyp,0.5642,0.5651,40.9,-7.9,344.7,225.2,False
265,4,0,polyp,0.4513,0.4521,40.9,-7.9,344.7,225.2,True
266,4,0,polyp,0.3611,0.3617,40.9,-7.9,344.7,225.2,True
267,4,0,polyp,0.2889,0.2893,40.9,-7.9,344.7,225.2,True
268,,,,,,,,,,False
269,,,,,,,,,,False
270,,,,,,,,,,False
271,,,,,,,,,,False
272,,,,,,,,,,False
273,,,,,,,,,,False
274,,,,,,,,,,False
275,,,,,,,,,,False
276,,,,,,,,,,False
277,,,,,,,,,,False
278,,,,,,,,,,False
279,,,,,,,,,,False
280,,,,,,,,,,False
281,,,,,,,,,,False
282,,,,,,,,,,False
283,,,,,,,,,,False
284,,,,,,,,,,False
285,,,,,,,,,,False
286,,,,,,,,,,False
287,,,,,,,,,,False
288,,,,,,,,,,False
289,,,,,,,,,,False
290,,,,,,,,,,False
